Phrase1,Phrase2,Similarity
What is the complete profile of the top oil rigs?,What has the capacity movement of airline companies been over the years?,0.6237749
What is the complete profile of the top oil rigs?,Details of the Aban Abraham oil rig?,0.4453699
What is the complete profile of the top oil rigs?,How big is the airlines industry in China?,0.6454394
What is the complete profile of the top oil rigs?,How much money did Lloyd's of London make last year?,0.5325685
What is the complete profile of the top oil rigs?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.5199399
What is the complete profile of the top oil rigs?,Which Lloyd's syndicates owns the maximum number of assets?,0.5114444
What is the complete profile of the top oil rigs?,List key performance indicators for AXA?,0.46024945
What is the complete profile of the top oil rigs?,What are the most prominent legal cases?,0.6670718
What is the complete profile of the top oil rigs?,How does oil industry perform in Brazil?,0.6465331
What is the complete profile of the top oil rigs?,What is the main driver of growth in automobile industry in Europe?,0.63287807
What is the complete profile of the top oil rigs?,Which country in Europe is going to grow the most in 2020?,0.6565497
What is the complete profile of the top oil rigs?,What are the biggest acquisitions in 2020?,0.6513042
What is the complete profile of the top oil rigs?,How impacted is the airline industry in 2020?,0.5750557
What is the complete profile of the top oil rigs?,What are the most prominent bankruptcies in 2020?,0.6379684
what is company general information?,How is the airline industry performing globally?,0.57659984
what is company general information?,how does economic profit for in country compare to others?,0.55672693
what is company general information?,most profitable insurance company India,0.4576493
what is company general information?,Give me a detailed breakup of the income and expenses in South-East Asia,0.4229138
what is company general information?,Show me all the oil rigs in the world,0.39633408
what is company general information?,What were the premiums earned by the Indian insurance industry in 2020?,0.46973276
what is company general information?,How much have premiums grown as compared to claims for India?,0.41475645
what is company general information?,Which are the best performing insurance firms in India?,0.50020933
what is company general information?,What is the ROE of the Indian market?,0.52788657
what is company general information?,What profits were clocked by Cholamandalam in 2020?,0.44650495
what is company general information?,What is the premiums market share of the top 5 companies in India?,0.6190468
what is company general information?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.50753814
what is company general information?,Which are the main distribution channels in India?,0.50757146
what is company general information?,What are the risks in the motor insurance segment in India?,0.5497469
what is company general information?,What is the demand potential of India for insurance?,0.5843836
what is company general information?,How do premiums break down by lines of business in India?,0.42095193
what is company general information?,What is the share price of Qantas?,0.6153594
what is company general information?,How many passengers are carried in ?,0.3441304
what is company general information?,Which are the aircrafts manufactured by Boeing?,0.39863992
what is company general information?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.04652639
what is company general information?,Which are the top airports?,0.45470762
what is company general information?,How many fatal air accidents till date?,0.22689532
what is company general information?,What is the flow of air traffic in North America?,0.4653891
what is company general information?,What is the fleet of Airbus?,0.5825597
what is company general information?,Airlines profitability Brazil?,0.2450198
what is company general information?,Mergers among airline companies?,0.24821125
what is company general information?,Which are the most profitable airports?,0.50014025
what is company general information?,What has the capacity movement of airline companies been over the years?,0.5953069
what is company general information?,Details of the Aban Abraham oil rig?,0.25230893
what is company general information?,How big is the airlines industry in China?,0.54896575
what is company general information?,How much money did Lloyd's of London make last year?,0.40398195
what is company general information?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.42938393
what is company general information?,Which Lloyd's syndicates owns the maximum number of assets?,0.4457209
what is company general information?,List key performance indicators for AXA?,0.27496
what is company general information?,What are the most prominent legal cases?,0.51327765
what is company general information?,How does oil industry perform in Brazil?,0.48122653
what is company general information?,What is the main driver of growth in automobile industry in Europe?,0.62443864
what is company general information?,Which country in Europe is going to grow the most in 2020?,0.56043553
what is company general information?,What are the biggest acquisitions in 2020?,0.561478
what is company general information?,How impacted is the airline industry in 2020?,0.5575528
what is company general information?,What are the most prominent bankruptcies in 2020?,0.46483645
How is the airline industry performing globally?,how does economic profit for in country compare to others?,0.5841968
How is the airline industry performing globally?,most profitable insurance company India,0.50151134
How is the airline industry performing globally?,Give me a detailed breakup of the income and expenses in South-East Asia,0.44141382
How is the airline industry performing globally?,Show me all the oil rigs in the world,0.49283457
How is the airline industry performing globally?,What were the premiums earned by the Indian insurance industry in 2020?,0.58426857
How is the airline industry performing globally?,How much have premiums grown as compared to claims for India?,0.52479434
How is the airline industry performing globally?,Which are the best performing insurance firms in India?,0.6664438
How is the airline industry performing globally?,What is the ROE of the Indian market?,0.5575174
How is the airline industry performing globally?,What profits were clocked by Cholamandalam in 2020?,0.48371887
How is the airline industry performing globally?,What is the premiums market share of the top 5 companies in India?,0.6212723
How is the airline industry performing globally?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.65573776
How is the airline industry performing globally?,Which are the main distribution channels in India?,0.46534985
How is the airline industry performing globally?,What are the risks in the motor insurance segment in India?,0.5648789
How is the airline industry performing globally?,What is the demand potential of India for insurance?,0.5797818
How is the airline industry performing globally?,How do premiums break down by lines of business in India?,0.55869234
How is the airline industry performing globally?,What is the share price of Qantas?,0.5444683
How is the airline industry performing globally?,How many passengers are carried in ?,0.5661011
How is the airline industry performing globally?,Which are the aircrafts manufactured by Boeing?,0.48041636
How is the airline industry performing globally?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.067528725
How is the airline industry performing globally?,Which are the top airports?,0.49591056
How is the airline industry performing globally?,How many fatal air accidents till date?,0.4456954
How is the airline industry performing globally?,What is the flow of air traffic in North America?,0.53963506
How is the airline industry performing globally?,What is the fleet of Airbus?,0.624882
How is the airline industry performing globally?,Airlines profitability Brazil?,0.46817645
How is the airline industry performing globally?,Mergers among airline companies?,0.5812764
How is the airline industry performing globally?,Which are the most profitable airports?,0.55721223
How is the airline industry performing globally?,What has the capacity movement of airline companies been over the years?,0.7326554
How is the airline industry performing globally?,Details of the Aban Abraham oil rig?,0.31314427
How is the airline industry performing globally?,How big is the airlines industry in China?,0.8539187
How is the airline industry performing globally?,How much money did Lloyd's of London make last year?,0.50630724
How is the airline industry performing globally?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.42340007
How is the airline industry performing globally?,Which Lloyd's syndicates owns the maximum number of assets?,0.40827757
How is the airline industry performing globally?,List key performance indicators for AXA?,0.3911727
How is the airline industry performing globally?,What are the most prominent legal cases?,0.49302784
How is the airline industry performing globally?,How does oil industry perform in Brazil?,0.78128564
How is the airline industry performing globally?,What is the main driver of growth in automobile industry in Europe?,0.65117383
How is the airline industry performing globally?,Which country in Europe is going to grow the most in 2020?,0.6098761
How is the airline industry performing globally?,What are the biggest acquisitions in 2020?,0.49565864
How is the airline industry performing globally?,How impacted is the airline industry in 2020?,0.8724679
How is the airline industry performing globally?,What are the most prominent bankruptcies in 2020?,0.5342443
how does economic profit for in country compare to others?,most profitable insurance company India,0.50193334
how does economic profit for in country compare to others?,Give me a detailed breakup of the income and expenses in South-East Asia,0.6018753
how does economic profit for in country compare to others?,Show me all the oil rigs in the world,0.48347038
how does economic profit for in country compare to others?,What were the premiums earned by the Indian insurance industry in 2020?,0.56915975
how does economic profit for in country compare to others?,How much have premiums grown as compared to claims for India?,0.6251184
how does economic profit for in country compare to others?,Which are the best performing insurance firms in India?,0.5646813
how does economic profit for in country compare to others?,What is the ROE of the Indian market?,0.52466285
how does economic profit for in country compare to others?,What profits were clocked by Cholamandalam in 2020?,0.54651177
how does economic profit for in country compare to others?,What is the premiums market share of the top 5 companies in India?,0.62891454
how does economic profit for in country compare to others?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.6932521
how does economic profit for in country compare to others?,Which are the main distribution channels in India?,0.4760474
how does economic profit for in country compare to others?,What are the risks in the motor insurance segment in India?,0.5776174
how does economic profit for in country compare to others?,What is the demand potential of India for insurance?,0.6241733
how does economic profit for in country compare to others?,How do premiums break down by lines of business in India?,0.6125672
how does economic profit for in country compare to others?,What is the share price of Qantas?,0.6053828
how does economic profit for in country compare to others?,How many passengers are carried in ?,0.49291307
how does economic profit for in country compare to others?,Which are the aircrafts manufactured by Boeing?,0.38146585
how does economic profit for in country compare to others?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.08248445
how does economic profit for in country compare to others?,Which are the top airports?,0.44235197
how does economic profit for in country compare to others?,How many fatal air accidents till date?,0.38562012
how does economic profit for in country compare to others?,What is the flow of air traffic in North America?,0.4606492
how does economic profit for in country compare to others?,What is the fleet of Airbus?,0.46361256
how does economic profit for in country compare to others?,Airlines profitability Brazil?,0.29998142
how does economic profit for in country compare to others?,Mergers among airline companies?,0.28322998
how does economic profit for in country compare to others?,Which are the most profitable airports?,0.5384065
how does economic profit for in country compare to others?,What has the capacity movement of airline companies been over the years?,0.56699187
how does economic profit for in country compare to others?,Details of the Aban Abraham oil rig?,0.25677907
how does economic profit for in country compare to others?,How big is the airlines industry in China?,0.6269063
how does economic profit for in country compare to others?,How much money did Lloyd's of London make last year?,0.6290158
how does economic profit for in country compare to others?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.49904585
how does economic profit for in country compare to others?,Which Lloyd's syndicates owns the maximum number of assets?,0.44191736
how does economic profit for in country compare to others?,List key performance indicators for AXA?,0.42320365
how does economic profit for in country compare to others?,What are the most prominent legal cases?,0.4894033
how does economic profit for in country compare to others?,How does oil industry perform in Brazil?,0.66806823
how does economic profit for in country compare to others?,What is the main driver of growth in automobile industry in Europe?,0.6060581
how does economic profit for in country compare to others?,Which country in Europe is going to grow the most in 2020?,0.66012037
how does economic profit for in country compare to others?,What are the biggest acquisitions in 2020?,0.5579493
how does economic profit for in country compare to others?,How impacted is the airline industry in 2020?,0.6311785
how does economic profit for in country compare to others?,What are the most prominent bankruptcies in 2020?,0.54111135
most profitable insurance company India,Give me a detailed breakup of the income and expenses in South-East Asia,0.43999743
most profitable insurance company India,Show me all the oil rigs in the world,0.36336452
most profitable insurance company India,What were the premiums earned by the Indian insurance industry in 2020?,0.65299934
most profitable insurance company India,How much have premiums grown as compared to claims for India?,0.49155873
most profitable insurance company India,Which are the best performing insurance firms in India?,0.6034709
most profitable insurance company India,What is the ROE of the Indian market?,0.42264542
most profitable insurance company India,What profits were clocked by Cholamandalam in 2020?,0.5068178
most profitable insurance company India,What is the premiums market share of the top 5 companies in India?,0.61992335
most profitable insurance company India,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.5731188
most profitable insurance company India,Which are the main distribution channels in India?,0.38619167
most profitable insurance company India,What are the risks in the motor insurance segment in India?,0.5699743
most profitable insurance company India,What is the demand potential of India for insurance?,0.49031764
most profitable insurance company India,How do premiums break down by lines of business in India?,0.5064489
most profitable insurance company India,What is the share price of Qantas?,0.35870293
most profitable insurance company India,How many passengers are carried in ?,0.307179
most profitable insurance company India,Which are the aircrafts manufactured by Boeing?,0.3255092
most profitable insurance company India,Kdo je nejv?tí konkurent ?eské Poji?ovny?,-0.012411271
most profitable insurance company India,Which are the top airports?,0.3198514
most profitable insurance company India,How many fatal air accidents till date?,0.31765127
most profitable insurance company India,What is the flow of air traffic in North America?,0.2708439
most profitable insurance company India,What is the fleet of Airbus?,0.34858775
most profitable insurance company India,Airlines profitability Brazil?,0.42344075
most profitable insurance company India,Mergers among airline companies?,0.41933304
most profitable insurance company India,Which are the most profitable airports?,0.61531854
most profitable insurance company India,What has the capacity movement of airline companies been over the years?,0.4779635
most profitable insurance company India,Details of the Aban Abraham oil rig?,0.26113135
most profitable insurance company India,How big is the airlines industry in China?,0.48984024
most profitable insurance company India,How much money did Lloyd's of London make last year?,0.31701452
most profitable insurance company India,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.29276875
most profitable insurance company India,Which Lloyd's syndicates owns the maximum number of assets?,0.4188299
most profitable insurance company India,List key performance indicators for AXA?,0.26485842
most profitable insurance company India,What are the most prominent legal cases?,0.37656456
most profitable insurance company India,How does oil industry perform in Brazil?,0.41521123
most profitable insurance company India,What is the main driver of growth in automobile industry in Europe?,0.5374969
most profitable insurance company India,Which country in Europe is going to grow the most in 2020?,0.49941367
most profitable insurance company India,What are the biggest acquisitions in 2020?,0.46382606
most profitable insurance company India,How impacted is the airline industry in 2020?,0.5063142
most profitable insurance company India,What are the most prominent bankruptcies in 2020?,0.44366324
Give me a detailed breakup of the income and expenses in South-East Asia,Show me all the oil rigs in the world,0.4812485
Give me a detailed breakup of the income and expenses in South-East Asia,What were the premiums earned by the Indian insurance industry in 2020?,0.5457208
Give me a detailed breakup of the income and expenses in South-East Asia,How much have premiums grown as compared to claims for India?,0.5433648
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the best performing insurance firms in India?,0.47940907
Give me a detailed breakup of the income and expenses in South-East Asia,What is the ROE of the Indian market?,0.43798068
Give me a detailed breakup of the income and expenses in South-East Asia,What profits were clocked by Cholamandalam in 2020?,0.48576966
Give me a detailed breakup of the income and expenses in South-East Asia,What is the premiums market share of the top 5 companies in India?,0.58155155
Give me a detailed breakup of the income and expenses in South-East Asia,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.5263906
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the main distribution channels in India?,0.4433745
Give me a detailed breakup of the income and expenses in South-East Asia,What are the risks in the motor insurance segment in India?,0.5551224
Give me a detailed breakup of the income and expenses in South-East Asia,What is the demand potential of India for insurance?,0.54114807
Give me a detailed breakup of the income and expenses in South-East Asia,How do premiums break down by lines of business in India?,0.58125496
Give me a detailed breakup of the income and expenses in South-East Asia,What is the share price of Qantas?,0.53090495
Give me a detailed breakup of the income and expenses in South-East Asia,How many passengers are carried in ?,0.3806495
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the aircrafts manufactured by Boeing?,0.3076488
Give me a detailed breakup of the income and expenses in South-East Asia,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.10819438
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the top airports?,0.37659413
Give me a detailed breakup of the income and expenses in South-East Asia,How many fatal air accidents till date?,0.31371832
Give me a detailed breakup of the income and expenses in South-East Asia,What is the flow of air traffic in North America?,0.4152006
Give me a detailed breakup of the income and expenses in South-East Asia,What is the fleet of Airbus?,0.4275841
Give me a detailed breakup of the income and expenses in South-East Asia,Airlines profitability Brazil?,0.2899661
Give me a detailed breakup of the income and expenses in South-East Asia,Mergers among airline companies?,0.2735539
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the most profitable airports?,0.4308703
Give me a detailed breakup of the income and expenses in South-East Asia,What has the capacity movement of airline companies been over the years?,0.48946154
Give me a detailed breakup of the income and expenses in South-East Asia,Details of the Aban Abraham oil rig?,0.31808022
Give me a detailed breakup of the income and expenses in South-East Asia,How big is the airlines industry in China?,0.491521
Give me a detailed breakup of the income and expenses in South-East Asia,How much money did Lloyd's of London make last year?,0.52201176
Give me a detailed breakup of the income and expenses in South-East Asia,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.47107682
Give me a detailed breakup of the income and expenses in South-East Asia,Which Lloyd's syndicates owns the maximum number of assets?,0.39624134
Give me a detailed breakup of the income and expenses in South-East Asia,List key performance indicators for AXA?,0.37493584
Give me a detailed breakup of the income and expenses in South-East Asia,What are the most prominent legal cases?,0.4198776
Give me a detailed breakup of the income and expenses in South-East Asia,How does oil industry perform in Brazil?,0.4566973
Give me a detailed breakup of the income and expenses in South-East Asia,What is the main driver of growth in automobile industry in Europe?,0.4926555
Give me a detailed breakup of the income and expenses in South-East Asia,Which country in Europe is going to grow the most in 2020?,0.53189677
Give me a detailed breakup of the income and expenses in South-East Asia,What are the biggest acquisitions in 2020?,0.49833024
Give me a detailed breakup of the income and expenses in South-East Asia,How impacted is the airline industry in 2020?,0.4757154
Give me a detailed breakup of the income and expenses in South-East Asia,What are the most prominent bankruptcies in 2020?,0.48117775
Show me all the oil rigs in the world,What were the premiums earned by the Indian insurance industry in 2020?,0.50499696
Show me all the oil rigs in the world,How much have premiums grown as compared to claims for India?,0.42959663
Show me all the oil rigs in the world,Which are the best performing insurance firms in India?,0.5069667
Show me all the oil rigs in the world,What is the ROE of the Indian market?,0.42260736
Show me all the oil rigs in the world,What profits were clocked by Cholamandalam in 2020?,0.4372438
Show me all the oil rigs in the world,What is the premiums market share of the top 5 companies in India?,0.5578634
Show me all the oil rigs in the world,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.4702413
Show me all the oil rigs in the world,Which are the main distribution channels in India?,0.45782638
Show me all the oil rigs in the world,What are the risks in the motor insurance segment in India?,0.5854472
Show me all the oil rigs in the world,What is the demand potential of India for insurance?,0.52023995
Show me all the oil rigs in the world,How do premiums break down by lines of business in India?,0.47684744
Show me all the oil rigs in the world,What is the share price of Qantas?,0.48693836
Show me all the oil rigs in the world,How many passengers are carried in ?,0.47992128
Show me all the oil rigs in the world,Which are the aircrafts manufactured by Boeing?,0.48309505
Show me all the oil rigs in the world,Kdo je nejv?tí konkurent ?eské Poji?ovny?,-0.022287412
Show me all the oil rigs in the world,Which are the top airports?,0.44579864
Show me all the oil rigs in the world,How many fatal air accidents till date?,0.42784485
Show me all the oil rigs in the world,What is the flow of air traffic in North America?,0.5210898
Show me all the oil rigs in the world,What is the fleet of Airbus?,0.5367762
Show me all the oil rigs in the world,Airlines profitability Brazil?,0.16257545
Show me all the oil rigs in the world,Mergers among airline companies?,0.27614984
Show me all the oil rigs in the world,Which are the most profitable airports?,0.45147854
Show me all the oil rigs in the world,What has the capacity movement of airline companies been over the years?,0.574875
Show me all the oil rigs in the world,Details of the Aban Abraham oil rig?,0.44028038
Show me all the oil rigs in the world,How big is the airlines industry in China?,0.58885497
Show me all the oil rigs in the world,How much money did Lloyd's of London make last year?,0.45105278
Show me all the oil rigs in the world,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.4284312
Show me all the oil rigs in the world,Which Lloyd's syndicates owns the maximum number of assets?,0.42087126
Show me all the oil rigs in the world,List key performance indicators for AXA?,0.31780666
Show me all the oil rigs in the world,What are the most prominent legal cases?,0.43453908
Show me all the oil rigs in the world,How does oil industry perform in Brazil?,0.611136
Show me all the oil rigs in the world,What is the main driver of growth in automobile industry in Europe?,0.5521112
Show me all the oil rigs in the world,Which country in Europe is going to grow the most in 2020?,0.58155775
Show me all the oil rigs in the world,What are the biggest acquisitions in 2020?,0.5233197
Show me all the oil rigs in the world,How impacted is the airline industry in 2020?,0.51024854
Show me all the oil rigs in the world,What are the most prominent bankruptcies in 2020?,0.48030338
What were the premiums earned by the Indian insurance industry in 2020?,How much have premiums grown as compared to claims for India?,0.70245373
What were the premiums earned by the Indian insurance industry in 2020?,Which are the best performing insurance firms in India?,0.7399068
What were the premiums earned by the Indian insurance industry in 2020?,What is the ROE of the Indian market?,0.6258377
What were the premiums earned by the Indian insurance industry in 2020?,What profits were clocked by Cholamandalam in 2020?,0.67259973
What were the premiums earned by the Indian insurance industry in 2020?,What is the premiums market share of the top 5 companies in India?,0.7964699
What were the premiums earned by the Indian insurance industry in 2020?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.6810374
What were the premiums earned by the Indian insurance industry in 2020?,Which are the main distribution channels in India?,0.48441896
What were the premiums earned by the Indian insurance industry in 2020?,What are the risks in the motor insurance segment in India?,0.7837489
What were the premiums earned by the Indian insurance industry in 2020?,What is the demand potential of India for insurance?,0.56312793
What were the premiums earned by the Indian insurance industry in 2020?,How do premiums break down by lines of business in India?,0.73010993
What were the premiums earned by the Indian insurance industry in 2020?,What is the share price of Qantas?,0.5384716
What were the premiums earned by the Indian insurance industry in 2020?,How many passengers are carried in ?,0.50155556
What were the premiums earned by the Indian insurance industry in 2020?,Which are the aircrafts manufactured by Boeing?,0.47425383
What were the premiums earned by the Indian insurance industry in 2020?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.0018881494
What were the premiums earned by the Indian insurance industry in 2020?,Which are the top airports?,0.5268749
What were the premiums earned by the Indian insurance industry in 2020?,How many fatal air accidents till date?,0.3963272
What were the premiums earned by the Indian insurance industry in 2020?,What is the flow of air traffic in North America?,0.44394246
What were the premiums earned by the Indian insurance industry in 2020?,What is the fleet of Airbus?,0.49009514
What were the premiums earned by the Indian insurance industry in 2020?,Airlines profitability Brazil?,0.263289
What were the premiums earned by the Indian insurance industry in 2020?,Mergers among airline companies?,0.4054615
What were the premiums earned by the Indian insurance industry in 2020?,Which are the most profitable airports?,0.53033876
What were the premiums earned by the Indian insurance industry in 2020?,What has the capacity movement of airline companies been over the years?,0.5995517
What were the premiums earned by the Indian insurance industry in 2020?,Details of the Aban Abraham oil rig?,0.30765033
What were the premiums earned by the Indian insurance industry in 2020?,How big is the airlines industry in China?,0.630685
What were the premiums earned by the Indian insurance industry in 2020?,How much money did Lloyd's of London make last year?,0.48735774
What were the premiums earned by the Indian insurance industry in 2020?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.5415474
What were the premiums earned by the Indian insurance industry in 2020?,Which Lloyd's syndicates owns the maximum number of assets?,0.49497736
What were the premiums earned by the Indian insurance industry in 2020?,List key performance indicators for AXA?,0.33440536
What were the premiums earned by the Indian insurance industry in 2020?,What are the most prominent legal cases?,0.5063809
What were the premiums earned by the Indian insurance industry in 2020?,How does oil industry perform in Brazil?,0.54074264
What were the premiums earned by the Indian insurance industry in 2020?,What is the main driver of growth in automobile industry in Europe?,0.629215
What were the premiums earned by the Indian insurance industry in 2020?,Which country in Europe is going to grow the most in 2020?,0.5667324
What were the premiums earned by the Indian insurance industry in 2020?,What are the biggest acquisitions in 2020?,0.5607361
What were the premiums earned by the Indian insurance industry in 2020?,How impacted is the airline industry in 2020?,0.6390709
What were the premiums earned by the Indian insurance industry in 2020?,What are the most prominent bankruptcies in 2020?,0.57285774
How much have premiums grown as compared to claims for India?,Which are the best performing insurance firms in India?,0.58455044
How much have premiums grown as compared to claims for India?,What is the ROE of the Indian market?,0.44372717
How much have premiums grown as compared to claims for India?,What profits were clocked by Cholamandalam in 2020?,0.5647863
How much have premiums grown as compared to claims for India?,What is the premiums market share of the top 5 companies in India?,0.6605989
How much have premiums grown as compared to claims for India?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.61050546
How much have premiums grown as compared to claims for India?,Which are the main distribution channels in India?,0.41660437
How much have premiums grown as compared to claims for India?,What are the risks in the motor insurance segment in India?,0.63696533
How much have premiums grown as compared to claims for India?,What is the demand potential of India for insurance?,0.5311227
How much have premiums grown as compared to claims for India?,How do premiums break down by lines of business in India?,0.7225439
How much have premiums grown as compared to claims for India?,What is the share price of Qantas?,0.52941823
How much have premiums grown as compared to claims for India?,How many passengers are carried in ?,0.5502864
How much have premiums grown as compared to claims for India?,Which are the aircrafts manufactured by Boeing?,0.4021045
How much have premiums grown as compared to claims for India?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.037910298
How much have premiums grown as compared to claims for India?,Which are the top airports?,0.4261769
How much have premiums grown as compared to claims for India?,How many fatal air accidents till date?,0.4628875
How much have premiums grown as compared to claims for India?,What is the flow of air traffic in North America?,0.39695513
How much have premiums grown as compared to claims for India?,What is the fleet of Airbus?,0.43843853
How much have premiums grown as compared to claims for India?,Airlines profitability Brazil?,0.17616919
How much have premiums grown as compared to claims for India?,Mergers among airline companies?,0.24466145
How much have premiums grown as compared to claims for India?,Which are the most profitable airports?,0.49348408
How much have premiums grown as compared to claims for India?,What has the capacity movement of airline companies been over the years?,0.56890273
How much have premiums grown as compared to claims for India?,Details of the Aban Abraham oil rig?,0.20233592
How much have premiums grown as compared to claims for India?,How big is the airlines industry in China?,0.5498863
How much have premiums grown as compared to claims for India?,How much money did Lloyd's of London make last year?,0.63355
How much have premiums grown as compared to claims for India?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.49094918
How much have premiums grown as compared to claims for India?,Which Lloyd's syndicates owns the maximum number of assets?,0.43243104
How much have premiums grown as compared to claims for India?,List key performance indicators for AXA?,0.314106
How much have premiums grown as compared to claims for India?,What are the most prominent legal cases?,0.48366427
How much have premiums grown as compared to claims for India?,How does oil industry perform in Brazil?,0.56794506
How much have premiums grown as compared to claims for India?,What is the main driver of growth in automobile industry in Europe?,0.48179305
How much have premiums grown as compared to claims for India?,Which country in Europe is going to grow the most in 2020?,0.57647157
How much have premiums grown as compared to claims for India?,What are the biggest acquisitions in 2020?,0.4923401
How much have premiums grown as compared to claims for India?,How impacted is the airline industry in 2020?,0.56844157
How much have premiums grown as compared to claims for India?,What are the most prominent bankruptcies in 2020?,0.5297149
Which are the best performing insurance firms in India?,What is the ROE of the Indian market?,0.58026356
Which are the best performing insurance firms in India?,What profits were clocked by Cholamandalam in 2020?,0.6089567
Which are the best performing insurance firms in India?,What is the premiums market share of the top 5 companies in India?,0.73885703
Which are the best performing insurance firms in India?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.6939252
Which are the best performing insurance firms in India?,Which are the main distribution channels in India?,0.628175
Which are the best performing insurance firms in India?,What are the risks in the motor insurance segment in India?,0.7353915
Which are the best performing insurance firms in India?,What is the demand potential of India for insurance?,0.55732244
Which are the best performing insurance firms in India?,How do premiums break down by lines of business in India?,0.65096074
Which are the best performing insurance firms in India?,What is the share price of Qantas?,0.5183949
Which are the best performing insurance firms in India?,How many passengers are carried in ?,0.55062836
Which are the best performing insurance firms in India?,Which are the aircrafts manufactured by Boeing?,0.5661018
Which are the best performing insurance firms in India?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.05838988
Which are the best performing insurance firms in India?,Which are the top airports?,0.7358879
Which are the best performing insurance firms in India?,How many fatal air accidents till date?,0.40346125
Which are the best performing insurance firms in India?,What is the flow of air traffic in North America?,0.46225384
Which are the best performing insurance firms in India?,What is the fleet of Airbus?,0.54138225
Which are the best performing insurance firms in India?,Airlines profitability Brazil?,0.22099003
Which are the best performing insurance firms in India?,Mergers among airline companies?,0.41997567
Which are the best performing insurance firms in India?,Which are the most profitable airports?,0.72913027
Which are the best performing insurance firms in India?,What has the capacity movement of airline companies been over the years?,0.5755271
Which are the best performing insurance firms in India?,Details of the Aban Abraham oil rig?,0.24729526
Which are the best performing insurance firms in India?,How big is the airlines industry in China?,0.6488804
Which are the best performing insurance firms in India?,How much money did Lloyd's of London make last year?,0.51278687
Which are the best performing insurance firms in India?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.49049518
Which are the best performing insurance firms in India?,Which Lloyd's syndicates owns the maximum number of assets?,0.5701642
Which are the best performing insurance firms in India?,List key performance indicators for AXA?,0.42742652
Which are the best performing insurance firms in India?,What are the most prominent legal cases?,0.63722813
Which are the best performing insurance firms in India?,How does oil industry perform in Brazil?,0.6029651
Which are the best performing insurance firms in India?,What is the main driver of growth in automobile industry in Europe?,0.6120041
Which are the best performing insurance firms in India?,Which country in Europe is going to grow the most in 2020?,0.6806807
Which are the best performing insurance firms in India?,What are the biggest acquisitions in 2020?,0.66572654
Which are the best performing insurance firms in India?,How impacted is the airline industry in 2020?,0.5849852
Which are the best performing insurance firms in India?,What are the most prominent bankruptcies in 2020?,0.6754441
What is the ROE of the Indian market?,What profits were clocked by Cholamandalam in 2020?,0.5793227
What is the ROE of the Indian market?,What is the premiums market share of the top 5 companies in India?,0.6324691
What is the ROE of the Indian market?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.50780153
What is the ROE of the Indian market?,Which are the main distribution channels in India?,0.52576137
What is the ROE of the Indian market?,What are the risks in the motor insurance segment in India?,0.5846027
What is the ROE of the Indian market?,What is the demand potential of India for insurance?,0.65521336
What is the ROE of the Indian market?,How do premiums break down by lines of business in India?,0.50911903
What is the ROE of the Indian market?,What is the share price of Qantas?,0.65937036
What is the ROE of the Indian market?,How many passengers are carried in ?,0.4286437
What is the ROE of the Indian market?,Which are the aircrafts manufactured by Boeing?,0.50439006
What is the ROE of the Indian market?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.04799455
What is the ROE of the Indian market?,Which are the top airports?,0.5959353
What is the ROE of the Indian market?,How many fatal air accidents till date?,0.3084066
What is the ROE of the Indian market?,What is the flow of air traffic in North America?,0.52566135
What is the ROE of the Indian market?,What is the fleet of Airbus?,0.6453333
